timestamp,fecha_hora,archivo_csv,muestras_solicitadas,muestras_extraidas,total_lineas,tiempo_total_seg,tiempo_total_min,tiempo_lectura_ca,tiempo_lectura_zh,tiempo_creacion_csv,linea_min,linea_max,eficiencia_pct,seed_usado,lineas_previas_en_record,lineas_nuevas_a√±adidas,metodo_usado
1752843446.808523,2025-07-18 14:57:26,muestra_traducciones_10000.csv,10000,9803,96000000,14.9,0.25,2.02,2.16,0.13,1308,95997433,98.0,,2579637,9803,indice
1752844136.230368,2025-07-18 15:08:56,muestra_traducciones_10000.csv,10000,9816,96000000,15.43,0.26,2.22,2.15,0.5,8601,95997549,98.2,,2589440,9816,indice
1752844824.631052,2025-07-18 15:20:24,muestra_traducciones_10000.csv,10000,9822,96000000,14.29,0.24,2.5,2.02,0.16,302,95993783,98.2,,2599256,9822,indice
1752845517.227022,2025-07-18 15:31:57,muestra_traducciones_10000.csv,10000,9785,96000000,14.99,0.25,2.06,2.2,0.16,6161,95995935,97.9,,2609078,9785,indice
1752846194.128774,2025-07-18 15:43:14,muestra_traducciones_10000.csv,10000,9797,96000000,14.09,0.23,2.08,1.86,0.16,521,95998270,98.0,,2618863,9797,indice
1752846881.993953,2025-07-18 15:54:41,muestra_traducciones_10000.csv,10000,9800,96000000,14.1,0.24,1.91,2.12,0.11,24431,95990721,98.0,,2628660,9800,indice
1752847557.690012,2025-07-18 16:05:57,muestra_traducciones_10000.csv,10000,9793,96000000,13.67,0.23,2.01,2.28,0.42,8491,95989028,97.9,,2638460,9793,indice
1752848256.309121,2025-07-18 16:17:36,muestra_traducciones_10000.csv,10000,9826,96000000,16.13,0.27,2.81,2.32,0.13,2098,95983080,98.3,,2648253,9826,indice
1752858911.034377,2025-07-18 19:15:11,muestra_traducciones_10000.csv,10000,9781,96000000,8.36,0.14,2.57,2.43,0.17,634,95994843,97.8,,2658079,9781,indice
1752858953.315724,2025-07-18 19:15:53,muestra_traducciones_10000.csv,10000,9797,96000000,7.91,0.13,2.32,2.4,0.04,4716,95961008,98.0,,2667860,9797,indice
1752859065.868391,2025-07-18 19:17:45,muestra_traducciones_10000.csv,10000,9788,96000000,27.15,0.45,7.62,8.63,0.16,14868,95990490,97.9,,2677657,9788,indice
1752859852.103459,2025-07-18 19:30:52,muestra_traducciones_10000.csv,10000,9780,96000000,26.96,0.45,7.04,7.98,0.16,8552,95999009,97.8,,2687445,9780,indice
1752860577.325129,2025-07-18 19:42:57,muestra_traducciones_10000.csv,10000,9795,96000000,18.96,0.32,4.23,3.79,0.16,517,95977519,98.0,,2697225,9795,indice
1752861327.943797,2025-07-18 19:55:27,muestra_traducciones_10000.csv,10000,9809,96000000,17.79,0.3,3.03,3.29,0.53,1337,95983425,98.1,,2707020,9809,indice
1752862069.316314,2025-07-18 20:07:49,muestra_traducciones_10000.csv,10000,9839,96000000,16.92,0.28,2.73,3.14,0.16,9853,95995371,98.4,,2716829,9839,indice
1752862811.895225,2025-07-18 20:20:11,muestra_traducciones_10000.csv,10000,9805,96000000,17.03,0.28,2.93,2.97,0.16,3678,95988743,98.0,,2726668,9805,indice
1752863571.457971,2025-07-18 20:32:51,muestra_traducciones_10000.csv,10000,9819,96000000,17.76,0.3,3.02,3.54,0.15,6103,95998424,98.2,,2736473,9819,indice
1752864326.444385,2025-07-18 20:45:26,muestra_traducciones_10000.csv,10000,9779,96000000,17.42,0.29,3.01,3.27,0.16,7105,95975914,97.8,,2746292,9779,indice
1752865083.341151,2025-07-18 20:58:03,muestra_traducciones_10000.csv,10000,9795,96000000,19.33,0.32,3.83,4.12,0.47,6239,95967919,98.0,,2756071,9795,indice
1752865840.881898,2025-07-18 21:10:40,muestra_traducciones_10000.csv,10000,9797,96000000,19.05,0.32,3.99,3.78,0.15,185,95994418,98.0,,2765866,9797,indice
1752866610.063579,2025-07-18 21:23:30,muestra_traducciones_10000.csv,10000,9787,96000000,16.86,0.28,2.71,2.73,0.16,12938,95996394,97.9,,2775663,9787,indice
1752867370.631457,2025-07-18 21:36:10,muestra_traducciones_10000.csv,10000,9808,96000000,16.83,0.28,2.98,2.54,0.16,3505,95998636,98.1,,2785450,9808,indice
1752868143.558415,2025-07-18 21:49:03,muestra_traducciones_10000.csv,10000,9789,96000000,17.11,0.29,2.91,2.75,0.16,5290,95980586,97.9,,2795258,9789,indice
1752868914.30255,2025-07-18 22:01:54,muestra_traducciones_10000.csv,10000,9811,96000000,17.18,0.29,2.36,2.6,0.53,17829,95962646,98.1,,2805047,9811,indice
1752869683.602607,2025-07-18 22:14:43,muestra_traducciones_10000.csv,10000,9804,96000000,17.05,0.28,2.46,2.61,0.16,1235,95992540,98.0,,2814858,9804,indice
1752870460.737527,2025-07-18 22:27:40,muestra_traducciones_10000.csv,10000,9807,96000000,16.72,0.28,2.32,2.6,0.15,10064,95987390,98.1,,2824662,9807,indice
1752871243.911439,2025-07-18 22:40:43,muestra_traducciones_10000.csv,10000,9805,96000000,17.27,0.29,2.89,2.55,0.16,2790,95996176,98.0,,2834469,9805,indice
1752872024.448574,2025-07-18 22:53:44,muestra_traducciones_10000.csv,10000,9818,96000000,20.04,0.33,3.77,4.07,0.18,2690,95940468,98.2,,2844274,9818,indice
1752872826.669977,2025-07-18 23:07:06,muestra_traducciones_10000.csv,10000,9799,96000000,21.79,0.36,4.28,5.36,0.52,11915,95996414,98.0,,2854092,9799,indice
1752873623.827265,2025-07-18 23:20:23,muestra_traducciones_10000.csv,10000,9809,96000000,21.48,0.36,5.02,4.49,0.19,30800,95987718,98.1,,2863891,9809,indice
1752874434.166402,2025-07-18 23:33:54,muestra_traducciones_10000.csv,10000,9787,96000000,21.98,0.37,4.98,4.69,0.56,1781,95998507,97.9,,2873700,9787,indice
1752875227.545658,2025-07-18 23:47:07,muestra_traducciones_10000.csv,10000,9823,96000000,16.99,0.28,2.56,2.51,0.13,4211,95991056,98.2,,2883487,9823,indice
1752876033.621785,2025-07-19 00:00:33,muestra_traducciones_10000.csv,10000,9785,96000000,17.14,0.29,2.42,2.68,0.14,105,95975905,97.9,,2893310,9785,indice
1752876837.44961,2025-07-19 00:13:57,muestra_traducciones_10000.csv,10000,9792,96000000,19.19,0.32,4.41,2.55,0.5,2388,95991260,97.9,,2903095,9792,indice
1752877647.144389,2025-07-19 00:27:27,muestra_traducciones_10000.csv,10000,9800,96000000,19.79,0.33,4.35,3.52,0.14,9724,95991292,98.0,,2912887,9800,indice
1752878463.090549,2025-07-19 00:41:03,muestra_traducciones_10000.csv,10000,9808,96000000,17.81,0.3,2.44,2.97,0.51,785,95984362,98.1,,2922687,9808,indice
1752879271.971569,2025-07-19 00:54:31,muestra_traducciones_10000.csv,10000,9801,96000000,18.88,0.31,3.42,3.33,0.16,5839,95978907,98.0,,2932495,9801,indice
1752880089.344196,2025-07-19 01:08:09,muestra_traducciones_10000.csv,10000,9823,96000000,16.51,0.28,2.08,2.31,0.15,2809,95996456,98.2,,2942296,9823,indice
1752880906.280367,2025-07-19 01:21:46,muestra_traducciones_10000.csv,10000,9782,96000000,18.27,0.3,2.31,3.79,0.15,13971,95998870,97.8,,2952119,9782,indice
1752881733.754817,2025-07-19 01:35:33,muestra_traducciones_10000.csv,10000,9805,96000000,19.86,0.33,5.59,2.22,0.13,23636,95983280,98.0,,2961901,9805,indice
1752882557.464008,2025-07-19 01:49:17,muestra_traducciones_10000.csv,10000,9794,96000000,17.85,0.3,2.6,2.58,0.56,4862,95999962,97.9,,2971706,9794,indice
1752883403.787075,2025-07-19 02:03:23,muestra_traducciones_10000.csv,10000,9835,96000000,18.86,0.31,2.04,4.36,0.15,673,95980006,98.4,,2981500,9835,indice
1752884261.588206,2025-07-19 02:17:41,muestra_traducciones_10000.csv,10000,9802,96000000,16.57,0.28,2.0,2.3,0.14,2049,95996928,98.0,,2991335,9802,indice
1752885098.719398,2025-07-19 02:31:38,muestra_traducciones_10000.csv,10000,9818,96000000,20.68,0.34,4.74,3.6,0.14,19848,95999331,98.2,,3001137,9818,indice
1752885940.011635,2025-07-19 02:45:40,muestra_traducciones_10000.csv,10000,9808,96000000,20.0,0.33,4.4,3.24,0.14,1318,95990099,98.1,,3010955,9808,indice
1752886783.131153,2025-07-19 02:59:43,muestra_traducciones_10000.csv,10000,9821,96000000,18.82,0.31,4.22,1.82,0.59,30762,95993153,98.2,,3020763,9821,indice
1752887632.291311,2025-07-19 03:13:52,muestra_traducciones_10000.csv,10000,9826,96000000,16.87,0.28,2.05,2.35,0.16,17078,95998921,98.3,,3030584,9826,indice
1752888496.925753,2025-07-19 03:28:16,muestra_traducciones_10000.csv,10000,9790,96000000,19.16,0.32,4.51,2.26,0.15,1037,95995443,97.9,,3040410,9790,indice
1752889347.984807,2025-07-19 03:42:27,muestra_traducciones_10000.csv,10000,9828,96000000,17.05,0.28,2.42,2.04,0.15,13229,95978141,98.3,,3050200,9828,indice
1752890211.262947,2025-07-19 03:56:51,muestra_traducciones_10000.csv,10000,9808,96000000,19.22,0.32,4.12,2.35,0.12,1658,95994029,98.1,,3060028,9808,indice
1752891076.90168,2025-07-19 04:11:16,muestra_traducciones_10000.csv,10000,9792,96000000,21.81,0.36,4.25,4.39,0.5,8773,95990078,97.9,,3069836,9792,indice
1752891940.313754,2025-07-19 04:25:40,muestra_traducciones_10000.csv,10000,9799,96000000,19.01,0.32,1.93,3.74,0.15,390,95994484,98.0,,3079628,9799,indice
1752892810.685488,2025-07-19 04:40:10,muestra_traducciones_10000.csv,10000,9799,96000000,18.53,0.31,2.09,2.58,0.53,5111,95988424,98.0,,3089427,9799,indice
1752893677.924848,2025-07-19 04:54:37,muestra_traducciones_10000.csv,10000,9793,96000000,17.09,0.28,1.98,2.11,0.13,15220,95951213,97.9,,3099226,9793,indice
1752894553.910219,2025-07-19 05:09:13,muestra_traducciones_10000.csv,10000,9787,96000000,17.39,0.29,2.15,2.18,0.14,4470,95976924,97.9,,3109019,9787,indice
1752895432.215766,2025-07-19 05:23:52,muestra_traducciones_10000.csv,10000,9805,96000000,20.56,0.34,2.25,4.63,0.55,27794,95995002,98.0,,3118806,9805,indice
1752896316.675892,2025-07-19 05:38:36,muestra_traducciones_10000.csv,10000,9826,96000000,17.82,0.3,3.01,1.88,0.16,15027,95988203,98.3,,3128611,9826,indice
1752897201.520693,2025-07-19 05:53:21,muestra_traducciones_10000.csv,10000,9809,96000000,19.9,0.33,3.81,2.83,0.56,9387,95997242,98.1,,3138437,9809,indice
1752898116.140019,2025-07-19 06:08:36,muestra_traducciones_10000.csv,10000,9809,96000000,21.95,0.37,4.14,4.5,0.16,171,95987277,98.1,,3148246,9809,indice
1752899004.537036,2025-07-19 06:23:24,muestra_traducciones_10000.csv,10000,9792,96000000,17.38,0.29,2.05,2.11,0.15,38576,95999370,97.9,,3158055,9792,indice
1752899897.404466,2025-07-19 06:38:17,muestra_traducciones_10000.csv,10000,9801,96000000,18.58,0.31,3.13,2.26,0.17,21839,95994141,98.0,,3167847,9801,indice
1752900796.703124,2025-07-19 06:53:16,muestra_traducciones_10000.csv,10000,9805,96000000,21.6,0.36,4.07,4.19,0.13,1831,95996968,98.0,,3177648,9805,indice
1752901700.411135,2025-07-19 07:08:20,muestra_traducciones_10000.csv,10000,9792,96000000,21.62,0.36,4.52,3.36,0.54,1715,95988850,97.9,,3187453,9792,indice
1752902603.607141,2025-07-19 07:23:23,muestra_traducciones_10000.csv,10000,9771,96000000,19.4,0.32,4.13,2.06,0.16,25723,95996796,97.7,,3197245,9771,indice
1752903507.793822,2025-07-19 07:38:27,muestra_traducciones_10000.csv,10000,9772,96000000,17.69,0.29,2.32,2.04,0.17,9208,95994641,97.7,,3207016,9772,indice
1752904421.336422,2025-07-19 07:53:41,muestra_traducciones_10000.csv,10000,9788,96000000,18.49,0.31,2.25,2.67,0.16,4327,95998718,97.9,,3216788,9788,indice
1752905360.161478,2025-07-19 08:09:20,muestra_traducciones_10000.csv,10000,9798,96000000,20.19,0.34,1.88,4.48,0.16,16216,95999139,98.0,,3226576,9798,indice
1752906292.05824,2025-07-19 08:24:52,muestra_traducciones_10000.csv,10000,9804,96000000,19.65,0.33,1.85,3.8,0.55,10642,95997870,98.0,,3236374,9804,indice
1752907223.755636,2025-07-19 08:40:23,muestra_traducciones_10000.csv,10000,9823,96000000,19.32,0.32,1.9,3.43,0.15,9262,95999721,98.2,,3246178,9823,indice
1752908157.606866,2025-07-19 08:55:57,muestra_traducciones_10000.csv,10000,9780,96000000,19.65,0.33,1.93,3.83,0.15,851,95997322,97.8,,3256001,9780,indice
1752909080.325766,2025-07-19 09:11:20,muestra_traducciones_10000.csv,10000,9815,96000000,17.77,0.3,2.27,1.87,0.13,781,95994457,98.2,,3265781,9815,indice
1752910011.960679,2025-07-19 09:26:51,muestra_traducciones_10000.csv,10000,9816,96000000,16.95,0.28,1.8,1.93,0.15,58911,95970465,98.2,,3275596,9816,indice
1752910958.339062,2025-07-19 09:42:38,muestra_traducciones_10000.csv,10000,9796,96000000,19.92,0.33,2.07,3.51,0.57,4921,95993687,98.0,,3285412,9796,indice
1752911904.318978,2025-07-19 09:58:24,muestra_traducciones_10000.csv,10000,9800,96000000,19.52,0.33,3.49,2.55,0.15,1016,95981685,98.0,,3295208,9800,indice
1752912847.89153,2025-07-19 10:14:07,muestra_traducciones_10000.csv,10000,9826,96000000,18.28,0.3,2.08,2.04,0.61,4231,95998162,98.3,,3305008,9826,indice
1752913805.143418,2025-07-19 10:30:05,muestra_traducciones_10000.csv,10000,9810,96000000,17.21,0.29,1.77,1.75,0.17,6509,95987481,98.1,,3314834,9810,indice
1752914764.022338,2025-07-19 10:46:04,muestra_traducciones_10000.csv,10000,9816,96000000,20.9,0.35,3.8,3.07,0.17,5622,95993927,98.2,,3324644,9816,indice
1752915725.613592,2025-07-19 11:02:05,muestra_traducciones_10000.csv,10000,9798,96000000,22.02,0.37,3.41,4.09,0.59,16476,95996595,98.0,,3334460,9798,indice
1752916371.873828,2025-07-19 11:12:51,muestra_traducciones_10000.csv,10000,9797,96000000,18.49,0.31,2.01,2.28,0.2,1653,95993326,98.0,,3344258,9797,indice
1752916821.000195,2025-07-19 11:20:21,muestra_traducciones_10000.csv,10000,9803,96000000,18.06,0.3,1.94,1.92,0.59,4292,95999945,98.0,,3354055,9803,indice
1752917273.772824,2025-07-19 11:27:53,muestra_traducciones_10000.csv,10000,9816,96000000,18.0,0.3,2.24,2.08,0.16,3882,95997958,98.2,,3363858,9816,indice
1752917739.454957,2025-07-19 11:35:39,muestra_traducciones_10000.csv,10000,9792,96000000,21.12,0.35,4.15,3.12,0.17,41917,95999228,97.9,,3373674,9792,indice
1752918199.179506,2025-07-19 11:43:19,muestra_traducciones_10000.csv,10000,9801,96000000,18.28,0.3,2.44,2.23,0.14,2256,95992248,98.0,,3383466,9801,indice
1752918666.529652,2025-07-19 11:51:06,muestra_traducciones_10000.csv,10000,9810,96000000,19.45,0.32,2.21,3.46,0.15,3924,95999850,98.1,,3393267,9810,indice
1752919161.940257,2025-07-19 11:59:21,muestra_traducciones_10000.csv,10000,9789,96000000,24.64,0.41,7.21,2.74,0.51,1509,95996376,97.9,,3403077,9789,indice
1752919625.131485,2025-07-19 12:07:05,muestra_traducciones_10000.csv,10000,9836,96000000,17.71,0.3,1.65,1.87,0.14,5064,95996469,98.4,,3412866,9836,indice
1752920096.410627,2025-07-19 12:14:56,muestra_traducciones_10000.csv,10000,9813,96000000,20.76,0.35,3.77,2.71,0.13,1818,95993970,98.1,,3422702,9813,indice
1752920575.698677,2025-07-19 12:22:55,muestra_traducciones_10000.csv,10000,9799,96000000,22.71,0.38,3.78,4.44,0.16,1034,95996272,98.0,,3432515,9799,indice
1752921049.866739,2025-07-19 12:30:49,muestra_traducciones_10000.csv,10000,9807,96000000,21.73,0.36,2.85,3.98,0.15,4934,95995035,98.1,,3442314,9807,indice
1752921538.910887,2025-07-19 12:38:58,muestra_traducciones_10000.csv,10000,9824,96000000,22.81,0.38,3.83,4.1,0.59,13933,95995569,98.2,,3452121,9824,indice
1752922023.698751,2025-07-19 12:47:03,muestra_traducciones_10000.csv,10000,9811,96000000,20.29,0.34,3.72,2.59,0.12,10638,95982537,98.1,,3461945,9811,indice
1752922512.294504,2025-07-19 12:55:12,muestra_traducciones_10000.csv,10000,9817,96000000,17.79,0.3,2.05,2.01,0.15,12858,95999126,98.2,,3471756,9817,indice
1752923008.142041,2025-07-19 13:03:28,muestra_traducciones_10000.csv,10000,9833,96000000,22.31,0.37,3.78,4.08,0.16,8001,95999840,98.3,,3481573,9833,indice
1752923518.165594,2025-07-19 13:11:58,muestra_traducciones_10000.csv,10000,9800,96000000,20.31,0.34,1.88,3.95,0.15,15217,95999960,98.0,,3491406,9800,indice
1752924021.970758,2025-07-19 13:20:21,muestra_traducciones_10000.csv,10000,9782,96000000,17.99,0.3,1.64,1.65,0.64,28694,95999483,97.8,,3501206,9782,indice
1752924524.498504,2025-07-19 13:28:44,muestra_traducciones_10000.csv,10000,9790,96000000,19.11,0.32,3.17,1.62,0.16,876,95992582,97.9,,3510988,9790,indice
1752925036.537451,2025-07-19 13:37:16,muestra_traducciones_10000.csv,10000,9813,96000000,22.51,0.38,4.63,2.95,0.59,27362,95999840,98.1,,3520778,9813,indice
1752925549.128798,2025-07-19 13:45:49,muestra_traducciones_10000.csv,10000,9792,96000000,20.34,0.34,3.48,2.37,0.15,1619,95995347,97.9,,3530591,9792,indice
1752926067.316301,2025-07-19 13:54:27,muestra_traducciones_10000.csv,10000,9812,96000000,18.19,0.3,1.82,1.81,0.16,567,95998310,98.1,,3540383,9812,indice
1752926581.913636,2025-07-19 14:03:01,muestra_traducciones_10000.csv,10000,9807,96000000,18.66,0.31,1.68,1.94,0.62,9587,95993698,98.1,,3550195,9807,indice
1752927115.393758,2025-07-19 14:11:55,muestra_traducciones_10000.csv,10000,9778,96000000,21.87,0.36,3.46,3.76,0.16,22465,95993592,97.8,,3560002,9778,indice
1752927635.920813,2025-07-19 14:20:35,muestra_traducciones_10000.csv,10000,9810,96000000,19.22,0.32,2.29,1.93,0.61,18252,95994892,98.1,,3569780,9810,indice
1752928170.109727,2025-07-19 14:29:30,muestra_traducciones_10000.csv,10000,9801,96000000,21.85,0.36,3.48,3.75,0.16,15864,95996025,98.0,,3579590,9801,indice
1752928706.004493,2025-07-19 14:38:26,muestra_traducciones_10000.csv,10000,9806,96000000,21.9,0.36,3.4,3.46,0.15,41229,95989881,98.1,,3589391,9806,indice
1752929236.05389,2025-07-19 14:47:16,muestra_traducciones_10000.csv,10000,9833,96000000,18.69,0.31,1.67,2.2,0.14,6151,95996776,98.3,,3599197,9833,indice
1752929774.71146,2025-07-19 14:56:14,muestra_traducciones_10000.csv,10000,9821,96000000,18.44,0.31,1.8,1.91,0.16,12896,95997209,98.2,,3609030,9821,indice
1752930317.924757,2025-07-19 15:05:17,muestra_traducciones_10000.csv,10000,9799,96000000,18.87,0.31,1.87,1.94,0.57,3043,95987913,98.0,,3618851,9799,indice
1752930870.159972,2025-07-19 15:14:30,muestra_traducciones_10000.csv,10000,9807,96000000,19.29,0.32,1.52,2.9,0.16,2119,95988994,98.1,,3628650,9807,indice
1752931425.619367,2025-07-19 15:23:45,muestra_traducciones_10000.csv,10000,9794,96000000,20.67,0.34,3.36,2.42,0.14,19700,95967168,97.9,,3638457,9794,indice
1752931972.009097,2025-07-19 15:32:52,muestra_traducciones_10000.csv,10000,9797,96000000,18.64,0.31,1.69,2.23,0.13,4960,95996055,98.0,,3648251,9797,indice
1752932527.716007,2025-07-19 15:42:07,muestra_traducciones_10000.csv,10000,9814,96000000,19.57,0.33,1.77,2.63,0.16,35824,95978445,98.1,,3658048,9814,indice
1752933093.25658,2025-07-19 15:51:33,muestra_traducciones_10000.csv,10000,9814,96000000,19.12,0.32,1.93,2.04,0.61,8881,95996297,98.1,,3667862,9814,indice
1752933667.07222,2025-07-19 16:01:07,muestra_traducciones_10000.csv,10000,9816,96000000,19.32,0.32,2.03,2.24,0.17,7181,95990397,98.2,,3677676,9816,indice
1752934230.804219,2025-07-19 16:10:30,muestra_traducciones_10000.csv,10000,9791,96000000,19.77,0.33,2.96,2.11,0.15,21521,95987997,97.9,,3687492,9791,indice
1752934803.088289,2025-07-19 16:20:03,muestra_traducciones_10000.csv,10000,9809,96000000,21.37,0.36,3.75,2.42,0.12,2759,95999759,98.1,,3697283,9809,indice
1752935389.603941,2025-07-19 16:29:49,muestra_traducciones_10000.csv,10000,9812,96000000,18.69,0.31,1.78,1.54,0.15,6431,95996117,98.1,,3707092,9812,indice
1752935983.590687,2025-07-19 16:39:43,muestra_traducciones_10000.csv,10000,9778,96000000,20.06,0.33,1.8,1.7,0.6,5813,95996710,97.8,,3716904,9778,indice
1752936582.662627,2025-07-19 16:49:42,muestra_traducciones_10000.csv,10000,9787,96000000,25.88,0.43,3.29,3.4,0.17,212,95996413,97.9,,3726682,9787,indice
1752937175.528348,2025-07-19 16:59:35,muestra_traducciones_10000.csv,10000,9808,96000000,22.79,0.38,3.34,3.42,0.61,4550,95981184,98.1,,3736469,9808,indice
1752937777.342959,2025-07-19 17:09:37,muestra_traducciones_10000.csv,10000,9801,96000000,22.83,0.38,3.34,3.57,0.15,7801,95998114,98.0,,3746277,9801,indice
1752938379.688979,2025-07-19 17:19:39,muestra_traducciones_10000.csv,10000,9811,96000000,19.49,0.32,1.73,1.98,0.16,9282,95996264,98.1,,3756078,9811,indice
1752938995.483571,2025-07-19 17:29:55,muestra_traducciones_10000.csv,10000,9831,96000000,24.7,0.41,3.3,3.69,0.65,5162,95994715,98.3,,3765889,9831,indice
1752939616.188802,2025-07-19 17:40:16,muestra_traducciones_10000.csv,10000,9800,96000000,22.68,0.38,3.27,3.6,0.15,2404,95996136,98.0,,3775720,9800,indice
1752940222.164649,2025-07-19 17:50:22,muestra_traducciones_10000.csv,10000,9808,96000000,22.35,0.37,2.86,3.06,0.64,8789,95987324,98.1,,3785520,9808,indice
1752940860.706085,2025-07-19 18:01:00,muestra_traducciones_10000.csv,10000,9803,96000000,19.93,0.33,1.91,1.84,0.15,2310,95996720,98.0,,3795328,9803,indice
1752941478.836311,2025-07-19 18:11:18,muestra_traducciones_10000.csv,10000,9807,96000000,23.92,0.4,3.22,3.58,0.18,8901,95988896,98.1,,3805131,9807,indice
1752942106.323585,2025-07-19 18:21:46,muestra_traducciones_10000.csv,10000,9796,96000000,23.27,0.39,3.37,4.01,0.15,3759,95995535,98.0,,3814938,9796,indice
1752942725.260654,2025-07-19 18:32:05,muestra_traducciones_10000.csv,10000,9823,96000000,23.25,0.39,3.39,3.59,0.16,7350,95998442,98.2,,3824734,9823,indice
1752943366.634558,2025-07-19 18:42:46,muestra_traducciones_10000.csv,10000,9796,96000000,22.6,0.38,3.39,3.54,0.58,4353,95957577,98.0,,3834557,9796,indice
1752944001.542978,2025-07-19 18:53:21,muestra_traducciones_10000.csv,10000,9810,96000000,23.26,0.39,3.33,3.55,0.16,9126,95992541,98.1,,3844353,9810,indice
1752944641.080954,2025-07-19 19:04:01,muestra_traducciones_10000.csv,10000,9803,96000000,23.28,0.39,3.19,3.63,0.17,5316,95995846,98.0,,3854163,9803,indice
1752945271.061426,2025-07-19 19:14:31,muestra_traducciones_10000.csv,10000,9790,96000000,20.89,0.35,3.18,2.41,0.11,2452,95960064,97.9,,3863966,9790,indice
1752945909.797279,2025-07-19 19:25:09,muestra_traducciones_10000.csv,10000,9815,96000000,23.53,0.39,3.39,3.49,0.17,558,95990729,98.2,,3873756,9815,indice
